,id,zipcode,price,price_median,condition
9402,3291800140,98056,230000.0,380000.0,4
9855,2223059053,98058,230000.0,335000.0,4
9900,8155000040,98058,230000.0,335000.0,4
10210,1463400081,98059,230000.0,435000.0,4
10343,9347900020,98059,230000.0,435000.0,4
10909,3623029034,98070,230000.0,465000.0,4
12482,1683600110,98092,230000.0,309780.0,4
13580,4303200184,98106,230000.0,315000.0,4
13653,3438503014,98106,230000.0,315000.0,4
16428,3331000455,98118,230000.0,370000.0,4
18105,6150200435,98133,230000.0,375000.0,4
18639,1250200345,98144,230000.0,452500.0,4
20571,7812801925,98178,230000.0,279500.0,4
20593,3352402272,98178,230000.0,279500.0,4
20804,7147600220,98188,230000.0,265000.0,4
20876,2946000751,98198,230000.0,266750.0,4
2570,8655900100,98014,230950.0,415000.0,4
7618,8651440780,98042,231000.0,292500.0,4
3396,1099750610,98023,231500.0,269000.0,4
4681,5420300270,98030,231500.0,283000.0,4
9419,9476200150,98056,231500.0,380000.0,4
5051,8099200030,98031,232000.0,289029.5,4
6293,2525300030,98038,232000.0,342500.0,4
20902,2946001645,98198,232000.0,266750.0,4
569,2329500260,98003,232500.0,269500.0,4
3117,3279000240,98023,232500.0,269000.0,4
522,4399210110,98002,232603.0,235000.0,4
176,5530000030,98001,233000.0,260000.0,4
405,7140600190,98002,233500.0,235000.0,4
366,3224800075,98002,234000.0,235000.0,4
3309,8731801260,98023,234000.0,269000.0,4
5192,5335700110,98032,234000.0,250000.0,4
7221,1842900030,98042,234000.0,292500.0,4
7226,5469300270,98042,234000.0,292500.0,4
7900,9407000920,98045,234000.0,399500.0,4
12428,1683500180,98092,234000.0,309780.0,4
21079,2946001675,98198,234000.0,266750.0,4
221,8159610150,98001,234950.0,260000.0,4
188,1311400350,98001,235000.0,260000.0,4
2295,6151800606,98010,235000.0,359999.0,4
2855,1645000310,98022,235000.0,279500.0,4
3174,9542800820,98023,235000.0,269000.0,4
3388,8731800210,98023,235000.0,269000.0,4
3422,9211500150,98023,235000.0,269000.0,4
4720,5412310080,98030,235000.0,283000.0,4
4904,722059070,98031,235000.0,289029.5,4
8935,3340401555,98055,235000.0,297225.0,4
9037,8899200110,98055,235000.0,297225.0,4
9258,3342100785,98056,235000.0,380000.0,4
9385,7789200070,98056,235000.0,380000.0,4
10070,1023059324,98059,235000.0,435000.0,4
12232,3327000140,98092,235000.0,309780.0,4
12234,7137900960,98092,235000.0,309780.0,4
12262,3298600850,98092,235000.0,309780.0,4
12333,2599001500,98092,235000.0,309780.0,4
16250,717000225,98118,235000.0,370000.0,4
16330,3904100035,98118,235000.0,370000.0,4
17618,7312900060,98126,235000.0,396587.5,4
20046,2800031,98168,235000.0,237000.0,4
20129,8019201061,98168,235000.0,237000.0,4
745,4222310220,98003,235500.0,269500.0,4
9219,7227501170,98056,235867.0,380000.0,4
3417,9211520150,98023,236000.0,269000.0,4
265,9543000896,98001,237000.0,260000.0,4
5105,9513900050,98031,237000.0,289029.5,4
9329,425400115,98056,237000.0,380000.0,4
9480,428000225,98056,237000.0,380000.0,4
20846,8644000060,98198,237000.0,266750.0,4
7446,1274500700,98042,237200.0,292500.0,4
3095,100600860,98023,237500.0,269000.0,4
6769,1545808960,98038,237500.0,342500.0,4
21069,3445000005,98198,237600.0,266750.0,4
7366,1796360080,98042,237950.0,292500.0,4
164,7696610270,98001,238000.0,260000.0,4
9076,2892700041,98055,238000.0,297225.0,4
9362,425400070,98056,238000.0,380000.0,4
2888,2938100010,98022,239000.0,279500.0,4
5287,8075400360,98032,239000.0,250000.0,4
6473,1545803980,98038,239000.0,342500.0,4
7580,2722059215,98042,239000.0,292500.0,4
19878,4438400050,98166,239000.0,392500.0,4
20896,2013800705,98198,239000.0,266750.0,4
7866,9407000990,98045,239900.0,399500.0,4
98,2214800630,98001,239950.0,260000.0,4
99,3751605432,98001,239950.0,260000.0,4
159,3750603471,98001,239950.0,260000.0,4
7602,1796350080,98042,239950.0,292500.0,4
20632,1180005280,98178,239950.0,279500.0,4
286,3322049095,98001,240000.0,260000.0,4
2286,1421069117,98010,240000.0,359999.0,4
3452,8731982630,98023,240000.0,269000.0,4
3742,5279100680,98027,240000.0,571000.0,4
4747,8091401030,98030,240000.0,283000.0,4
4867,5412300100,98030,240000.0,283000.0,4
5033,5419800330,98031,240000.0,289029.5,4
5124,1557000190,98031,240000.0,289029.5,4
5194,1951100110,98032,240000.0,250000.0,4
5195,7523700245,98032,240000.0,250000.0,4
5255,2722049092,98032,240000.0,250000.0,4
7422,1796370150,98042,240000.0,292500.0,4
7444,4051100390,98042,240000.0,292500.0,4
7554,4051100230,98042,240000.0,292500.0,4
7911,323089005,98045,240000.0,399500.0,4
7930,9407000230,98045,240000.0,399500.0,4
9266,1061500110,98056,240000.0,380000.0,4
9425,1061400180,98056,240000.0,380000.0,4
12282,1682000280,98092,240000.0,309780.0,4
13521,3298701066,98106,240000.0,315000.0,4
14211,7883601155,98108,240000.0,345000.0,4
19041,1823049046,98146,240000.0,312000.0,4
19086,7889602020,98146,240000.0,312000.0,4
19856,4338800720,98166,240000.0,392500.0,4
21002,2011400520,98198,240000.0,266750.0,4
21004,6929604005,98198,240000.0,266750.0,4
4774,3830610320,98030,241000.0,283000.0,4
12212,4366700140,98092,241000.0,309780.0,4
2261,2025600280,98010,241400.0,359999.0,4
624,2268000470,98003,241500.0,269500.0,4
722,7466900320,98003,242000.0,269500.0,4
3528,8731960540,98023,242000.0,269000.0,4
4912,5115000160,98031,242000.0,289029.5,4
18990,3275800050,98146,242000.0,312000.0,4
5073,922059020,98031,242025.0,289029.5,4
4953,8731730590,98031,242150.0,289029.5,4
7331,2618300080,98042,242500.0,292500.0,4
10,7967200060,98001,243000.0,260000.0,4
2904,1320069163,98022,243000.0,279500.0,4
20484,3810000465,98178,243000.0,279500.0,4
5208,7523700305,98032,243400.0,250000.0,4
7370,4030500130,98042,243500.0,292500.0,4
21077,6929603207,98198,243500.0,266750.0,4
3833,2524069072,98027,243800.0,571000.0,4
677,3275310220,98003,244000.0,269500.0,4
3429,1938400010,98023,244000.0,269000.0,4
5163,8802400906,98031,244000.0,289029.5,4
19231,3123049131,98148,244000.0,279000.0,4
19861,1430800258,98166,244000.0,392500.0,4
5019,2953000090,98031,244900.0,289029.5,4
4865,5468000180,98030,244950.0,283000.0,4
578,7203000465,98003,245000.0,269500.0,4
2920,2781320100,98022,245000.0,279500.0,4
3257,8731982550,98023,245000.0,269000.0,4
3293,6386700110,98023,245000.0,269000.0,4
3358,8731982470,98023,245000.0,269000.0,4
3510,8732040180,98023,245000.0,269000.0,4
4664,7697920160,98030,245000.0,283000.0,4
4719,807800190,98030,245000.0,283000.0,4
4854,7697850360,98030,245000.0,283000.0,4
5014,6700390210,98031,245000.0,289029.5,4
5288,3832500230,98032,245000.0,250000.0,4
6660,1545807920,98038,245000.0,342500.0,4
8976,7225000090,98055,245000.0,297225.0,4
12279,1683600130,98092,245000.0,309780.0,4
12725,5540800100,98103,245000.0,550000.0,4
13222,9266700190,98103,245000.0,550000.0,4
19229,7957600025,98148,245000.0,279000.0,4
20895,3530540090,98198,245000.0,266750.0,4
20990,7888100240,98198,245000.0,266750.0,4
21047,2013801086,98198,245000.0,266750.0,4
21064,7893206305,98198,245000.0,266750.0,4
224,3422049158,98001,246000.0,260000.0,4
3294,1938400040,98023,246000.0,269000.0,4
4992,6624010170,98031,246000.0,289029.5,4
9818,8645500270,98058,246000.0,335000.0,4
19066,1591600676,98146,246000.0,312000.0,4
4939,8732000390,98031,246500.0,289029.5,4
7295,1156000100,98042,246700.0,292500.0,4
3230,9269750460,98023,247000.0,269000.0,4
3298,8732040820,98023,247000.0,269000.0,4
5201,9835800750,98032,247000.0,250000.0,4
9381,7227800055,98056,247000.0,380000.0,4
12449,2599000130,98092,247200.0,309780.0,4
814,643000110,98003,247500.0,269500.0,4
7600,8651442910,98042,247500.0,292500.0,4
613,5151600480,98003,248000.0,269500.0,4
1461,2202500080,98006,248000.0,760184.5,4
3695,5279100625,98027,248000.0,571000.0,4
4801,5412300410,98030,248000.0,283000.0,4
4981,8960200630,98031,248000.0,289029.5,4
5187,1310500550,98032,248000.0,250000.0,4
20935,2946001950,98198,248000.0,266750.0,4
21038,7686204675,98198,248000.0,266750.0,4
2983,1645000097,98022,249000.0,279500.0,4
4207,114100354,98028,249000.0,442500.0,4
5018,8802400411,98031,249000.0,289029.5,4
9977,5112800190,98058,249000.0,335000.0,4
12226,1313500070,98092,249000.0,309780.0,4
13716,2114700460,98106,249000.0,315000.0,4
7218,1795500240,98042,249500.0,292500.0,4
9972,8960200280,98058,249500.0,335000.0,4
12,5066400483,98001,249900.0,260000.0,4
7675,1796380330,98042,249900.0,292500.0,4
9762,1423400005,98058,249950.0,335000.0,4
10324,1823069213,98059,249950.0,435000.0,4
19780,1148000190,98166,249950.0,392500.0,4
20648,7657600005,98178,249950.0,279500.0,4
20954,7686203195,98198,249950.0,266750.0,4
142,302000375,98001,250000.0,260000.0,4
228,3750603685,98001,250000.0,260000.0,4
263,3751600430,98001,250000.0,260000.0,4
715,537000416,98003,250000.0,269500.0,4
716,3275300270,98003,250000.0,269500.0,4
2056,4038000040,98008,250000.0,545000.0,4
2882,5595900090,98022,250000.0,279500.0,4
2998,8078050040,98022,250000.0,279500.0,4
3351,109200390,98023,250000.0,269000.0,4
4662,1922059135,98030,250000.0,283000.0,4
4716,7140200280,98030,250000.0,283000.0,4
4782,1657000070,98030,250000.0,283000.0,4
5130,5252000170,98031,250000.0,289029.5,4
5133,739820050,98031,250000.0,289029.5,4
5151,5466700450,98031,250000.0,289029.5,4
7383,1022059123,98042,250000.0,292500.0,4
8962,6623400217,98055,250000.0,297225.0,4
9980,1432700420,98058,250000.0,335000.0,4
10172,3243100050,98059,250000.0,435000.0,4
10614,9423800030,98065,250000.0,500000.0,4
12250,3410600015,98092,250000.0,309780.0,4
12345,1921069059,98092,250000.0,309780.0,4
16242,6882520050,98118,250000.0,370000.0,4
19810,1430800162,98166,250000.0,392500.0,4
20921,7893808220,98198,250000.0,266750.0,4
21006,7888200140,98198,250000.0,266750.0,4
3141,8731951130,98023,250250.0,269000.0,4
3453,2791500020,98023,250500.0,269000.0,4
3001,1163400020,98022,251000.0,279500.0,4
6485,1545803520,98038,251000.0,342500.0,4
20978,7522600030,98198,251000.0,266750.0,4
6,9262800171,98001,252000.0,260000.0,4
3317,4167100240,98023,252000.0,269000.0,4
3440,1503200050,98023,252000.0,269000.0,4
3524,104510230,98023,252000.0,269000.0,4
4936,5126950340,98031,252000.0,289029.5,4
5082,2893000610,98031,252000.0,289029.5,4
6628,1545804240,98038,252000.0,342500.0,4
10012,1423900220,98058,252000.0,335000.0,4
10300,1023059186,98059,252000.0,435000.0,4
10832,3123039089,98070,252000.0,465000.0,4
2538,8658303585,98014,252500.0,415000.0,4
5123,2787311190,98031,252500.0,289029.5,4
634,4222310290,98003,253000.0,269500.0,4
4853,3830620300,98030,253000.0,283000.0,4
5055,2787311480,98031,253000.0,289029.5,4
5145,2212210360,98031,253000.0,289029.5,4
9442,421000455,98056,253200.0,380000.0,4
780,7984400005,98003,253500.0,269500.0,4
7641,7763400035,98042,253500.0,292500.0,4
3093,9510900270,98023,254000.0,269000.0,4
6594,2215901230,98038,254000.0,342500.0,4
6711,2215901190,98038,254000.0,342500.0,4
7357,2329800430,98042,254000.0,292500.0,4
9831,1432400570,98058,254000.0,335000.0,4
17869,9371700125,98133,254000.0,375000.0,4
20772,8108600442,98188,254000.0,265000.0,4
18264,558100065,98133,254922.0,375000.0,4
299,7696620100,98001,254999.0,260000.0,4
170,3750605247,98001,255000.0,260000.0,4
283,1521049156,98001,255000.0,260000.0,4
673,5149800040,98003,255000.0,269500.0,4
3590,3224079005,98024,255000.0,462500.0,4
4962,2873000780,98031,255000.0,289029.5,4
7495,9412700160,98042,255000.0,292500.0,4
7863,8570900023,98045,255000.0,399500.0,4
9134,7399300420,98055,255000.0,297225.0,4
9632,2473251180,98058,255000.0,335000.0,4
9724,8645501330,98058,255000.0,335000.0,4
9890,2473100790,98058,255000.0,335000.0,4
9925,1432400120,98058,255000.0,335000.0,4
10322,6649500040,98059,255000.0,435000.0,4
10355,3211000170,98059,255000.0,435000.0,4
10824,5341600030,98070,255000.0,465000.0,4
14198,7883604095,98108,255000.0,345000.0,4
16165,5621100115,98118,255000.0,370000.0,4
19618,3971701300,98155,255000.0,377225.0,4
19801,1900600105,98166,255000.0,392500.0,4
20713,4325000125,98188,255000.0,265000.0,4
3937,723069013,98027,255500.0,571000.0,4
18199,5727500561,98133,255544.0,375000.0,4
8972,7224000315,98055,256000.0,297225.0,4
9978,984210170,98058,256500.0,335000.0,4
10834,2817100900,98070,256500.0,465000.0,4
7498,1796360370,98042,257000.0,292500.0,4
12381,7968460240,98092,257000.0,309780.0,4
18668,3644100065,98144,257000.0,452500.0,4
19583,7304301045,98155,257000.0,377225.0,4
2948,5595900355,98022,257100.0,279500.0,4
3216,1898600050,98023,257500.0,269000.0,4
5146,1862900690,98031,257500.0,289029.5,4
16460,7950304095,98118,257500.0,370000.0,4
6560,4123800260,98038,257700.0,342500.0,4
3101,8732131200,98023,258000.0,269000.0,4
4742,2459000020,98030,258000.0,283000.0,4
629,3391900130,98003,258750.0,269500.0,4
9772,6752300120,98058,258900.0,335000.0,4
9532,7236100015,98056,259000.0,380000.0,4
10152,323059167,98059,259000.0,435000.0,4
5115,6624010010,98031,259500.0,289029.5,4
7432,1796370730,98042,259900.0,292500.0,4
4722,5540000010,98030,259950.0,283000.0,4
19751,4331400190,98166,259950.0,392500.0,4
2765,1326069151,98019,260000.0,401250.0,4
3171,8731901810,98023,260000.0,269000.0,4
3223,1099600250,98023,260000.0,269000.0,4
3286,9510900360,98023,260000.0,269000.0,4
3414,5029460180,98023,260000.0,269000.0,4
4944,1761300110,98031,260000.0,289029.5,4
5113,739500050,98031,260000.0,289029.5,4
6554,2025701360,98038,260000.0,342500.0,4
7298,1796370930,98042,260000.0,292500.0,4
7510,1796370180,98042,260000.0,292500.0,4
9113,7399300120,98055,260000.0,297225.0,4
9852,8645500370,98058,260000.0,335000.0,4
9969,1423900080,98058,260000.0,335000.0,4
12303,3298600440,98092,260000.0,309780.0,4
12426,2212700180,98092,260000.0,309780.0,4
12457,3668000500,98092,260000.0,309780.0,4
13526,1591000015,98106,260000.0,315000.0,4
13633,3298700671,98106,260000.0,315000.0,4
19351,3235100080,98155,260000.0,377225.0,4
19863,4331000595,98166,260000.0,392500.0,4
20459,561000075,98178,260000.0,279500.0,4
6607,2025700270,98038,260250.0,342500.0,4
6470,2525300380,98038,260656.0,342500.0,4
8937,3294700310,98055,261000.0,297225.0,4
3460,5557800010,98023,261350.0,269000.0,4
9345,9476200485,98056,261490.0,380000.0,4
2278,4233400490,98010,262000.0,359999.0,4
3132,5028600550,98023,262000.0,269000.0,4
3310,5557500270,98023,262000.0,269000.0,4
2930,898000220,98022,262500.0,279500.0,4
9521,3291800120,98056,262500.0,380000.0,4
19890,4338800500,98166,262500.0,392500.0,4
717,103400160,98003,263000.0,269500.0,4
3491,9264900880,98023,263000.0,269000.0,4
2281,4068300160,98010,263500.0,359999.0,4
16185,402000115,98118,263500.0,370000.0,4
3400,8732020770,98023,263850.0,269000.0,4
565,7511800070,98003,264000.0,269500.0,4
3112,8731900340,98023,264000.0,269000.0,4
4968,2787320430,98031,264000.0,289029.5,4
7231,3728800320,98042,264000.0,292500.0,4
3353,9324300030,98023,264500.0,269000.0,4
3012,2938100005,98022,264950.0,279500.0,4
3076,7972000200,98023,264950.0,269000.0,4
9011,5438000080,98055,264950.0,297225.0,4
590,4322300340,98003,265000.0,269500.0,4
698,4322300140,98003,265000.0,269500.0,4
818,7575600610,98003,265000.0,269500.0,4
2836,3620069036,98022,265000.0,279500.0,4
2900,2938200170,98022,265000.0,279500.0,4
3302,5029450200,98023,265000.0,269000.0,4
4694,3830630090,98030,265000.0,283000.0,4
4933,739800070,98031,265000.0,289029.5,4
5086,6669150790,98031,265000.0,289029.5,4
6412,2025700080,98038,265000.0,342500.0,4
6600,2025700200,98038,265000.0,342500.0,4
7466,8648210140,98042,265000.0,292500.0,4
7598,1796361100,98042,265000.0,292500.0,4
7606,7614100020,98042,265000.0,292500.0,4
9049,740500070,98055,265000.0,297225.0,4
9155,740500040,98055,265000.0,297225.0,4
9752,2473380010,98058,265000.0,335000.0,4
12292,7749500250,98092,265000.0,309780.0,4
14080,2861100030,98108,265000.0,345000.0,4
19189,9558200025,98148,265000.0,279000.0,4
19485,3995700435,98155,265000.0,377225.0,4
20855,2009001600,98198,265000.0,266750.0,4
20880,7888200240,98198,265000.0,266750.0,4
21075,2011000020,98198,265000.0,266750.0,4
4926,1862900160,98031,265900.0,289029.5,4
20559,1180007005,98178,265950.0,279500.0,4
12299,1721059230,98092,265953.0,309780.0,4
3189,2557000630,98023,266000.0,269000.0,4
4685,7697870310,98030,266000.0,283000.0,4
9270,8074200100,98056,266000.0,380000.0,4
10234,5127001170,98059,266200.0,435000.0,4
3188,9542801990,98023,266500.0,269000.0,4
2304,844000225,98010,267000.0,359999.0,4
4738,3826501060,98030,267000.0,283000.0,4
4796,3814701090,98030,267000.0,283000.0,4
14219,5141000571,98108,267000.0,345000.0,4
19162,9357000230,98146,267000.0,312000.0,4
19234,6123000090,98148,267000.0,279000.0,4
12401,520069032,98092,267300.0,309780.0,4
3136,9510900710,98023,267345.0,269000.0,4
4669,273900030,98030,267500.0,283000.0,4
12419,7749500970,98092,267500.0,309780.0,4
19545,408100150,98155,267800.0,377225.0,4
760,4222310010,98003,267950.0,269500.0,4
3185,7205000080,98023,268000.0,269000.0,4
9002,2475200080,98055,268000.0,297225.0,4
9272,421000285,98056,268000.0,380000.0,4
3325,4167700240,98023,268450.0,269000.0,4
3292,8731982250,98023,268500.0,269000.0,4
4911,5419800510,98031,268500.0,289029.5,4
18048,1397300055,98133,268500.0,375000.0,4
7414,4178500300,98042,269000.0,292500.0,4
20580,1180002735,98178,269000.0,279500.0,4
3026,1920079039,98022,269500.0,279500.0,4
4978,2212200500,98031,269500.0,289029.5,4
6467,2025700430,98038,269500.0,342500.0,4
9399,421000465,98056,269500.0,380000.0,4
5075,3110800040,98031,269900.0,289029.5,4
9605,2473251090,98058,269900.0,335000.0,4
2312,5636010280,98010,269950.0,359999.0,4
2833,5437810320,98022,269950.0,279500.0,4
6398,2025700130,98038,269950.0,342500.0,4
6448,2310000380,98038,269950.0,342500.0,4
7453,1796360340,98042,269950.0,292500.0,4
9165,5070000120,98055,269950.0,297225.0,4
2927,8661000148,98022,270000.0,279500.0,4
4756,8091410530,98030,270000.0,283000.0,4
5071,6648701740,98031,270000.0,289029.5,4
6524,2215900180,98038,270000.0,342500.0,4
7246,1796381070,98042,270000.0,292500.0,4
7489,1796200140,98042,270000.0,292500.0,4
7496,5466750140,98042,270000.0,292500.0,4
7821,9407001500,98045,270000.0,399500.0,4
8182,1237500540,98052,270000.0,615000.0,4
9628,5113200310,98058,270000.0,335000.0,4
9655,2473381090,98058,270000.0,335000.0,4
9853,2473440070,98058,270000.0,335000.0,4
10144,2195900010,98059,270000.0,435000.0,4
10384,1623059092,98059,270000.0,435000.0,4
10403,5095400040,98059,270000.0,435000.0,4
13684,2112700845,98106,270000.0,315000.0,4
19075,3744600704,98146,270000.0,312000.0,4
19745,4331400090,98166,270000.0,392500.0,4
7858,7334401040,98045,271000.0,399500.0,4
13703,3298700305,98106,271000.0,315000.0,4
12417,1721059218,98092,271675.0,309780.0,4
2875,6802200100,98022,271900.0,279500.0,4
1466,6071800480,98006,271950.0,760184.5,4
4804,7140200450,98030,272000.0,283000.0,4
5096,8732000410,98031,272000.0,289029.5,4
9019,5672000020,98055,272000.0,297225.0,4
17685,7454000555,98126,272000.0,396587.5,4
6278,2525310310,98038,272500.0,342500.0,4
10029,2472950120,98058,272500.0,335000.0,4
2944,6802210450,98022,272950.0,279500.0,4
2992,6802210210,98022,273000.0,279500.0,4
4731,8700110020,98030,273000.0,283000.0,4
7425,4053200410,98042,273000.0,292500.0,4
7904,9407100500,98045,273000.0,399500.0,4
9665,1423400260,98058,273000.0,335000.0,4
19283,3971701455,98155,273000.0,377225.0,4
5153,2787311110,98031,273148.0,289029.5,4
4819,274000020,98030,274000.0,283000.0,4
6385,1545805820,98038,274000.0,342500.0,4
9458,8074200175,98056,274000.0,380000.0,4
19774,617000089,98166,274000.0,392500.0,4
10048,3211100860,98059,274250.0,435000.0,4
7555,2916610150,98042,274950.0,292500.0,4
2918,2520069100,98022,275000.0,279500.0,4
3567,1324079041,98024,275000.0,462500.0,4
4686,3830630140,98030,275000.0,283000.0,4
4714,7140200380,98030,275000.0,283000.0,4
4753,9183703045,98030,275000.0,283000.0,4
4831,6829900080,98030,275000.0,283000.0,4
4974,2953000250,98031,275000.0,289029.5,4
4979,2796100680,98031,275000.0,289029.5,4
5107,9122500080,98031,275000.0,289029.5,4
5160,3276980120,98031,275000.0,289029.5,4
6306,2310000240,98038,275000.0,342500.0,4
6341,2215902010,98038,275000.0,342500.0,4
6456,2310000280,98038,275000.0,342500.0,4
6566,2310030390,98038,275000.0,342500.0,4
7826,1623089039,98045,275000.0,399500.0,4
9123,87000006,98055,275000.0,297225.0,4
9133,3223059173,98055,275000.0,297225.0,4
9394,6882200140,98056,275000.0,380000.0,4
9403,8062900030,98056,275000.0,380000.0,4
9431,7236300065,98056,275000.0,380000.0,4
9822,2473100510,98058,275000.0,335000.0,4
10678,2624089026,98065,275000.0,500000.0,4
13645,3438500798,98106,275000.0,315000.0,4
16122,2658000335,98118,275000.0,370000.0,4
17572,9109000050,98126,275000.0,396587.5,4
17580,7312400325,98126,275000.0,396587.5,4
17860,414100295,98133,275000.0,375000.0,4
18014,3368900084,98133,275000.0,375000.0,4
19870,2968800010,98166,275000.0,392500.0,4
6746,2025700740,98038,275250.0,342500.0,4
9308,8805400010,98056,275500.0,380000.0,4
6758,422069067,98038,276500.0,342500.0,4
19605,4025300285,98155,276693.0,377225.0,4
7562,4178501020,98042,276750.0,292500.0,4
7756,7795400046,98045,276900.0,399500.0,4
9216,3449500135,98056,276900.0,380000.0,4
16332,223049087,98118,277000.0,370000.0,4
9561,1332700020,98056,278000.0,380000.0,4
2892,9321010130,98022,278500.0,279500.0,4
18089,6145601819,98133,278750.0,375000.0,4
3050,6142100090,98022,279000.0,279500.0,4
5161,8078550610,98031,279000.0,289029.5,4
6369,6399600115,98038,279000.0,342500.0,4
9327,1839500065,98056,279000.0,380000.0,4
9754,2473100010,98058,279000.0,335000.0,4
19063,723049448,98146,279500.0,312000.0,4
7371,4178500440,98042,279900.0,292500.0,4
5029,1761300100,98031,279950.0,289029.5,4
6706,2310000440,98038,279950.0,342500.0,4
9716,2473101190,98058,279950.0,335000.0,4
4691,9183702251,98030,280000.0,283000.0,4
4818,293600080,98030,280000.0,283000.0,4
5021,3831200210,98031,280000.0,289029.5,4
6654,5111400081,98038,280000.0,342500.0,4
7369,8648210050,98042,280000.0,292500.0,4
7441,2550820060,98042,280000.0,292500.0,4
7541,8092700220,98042,280000.0,292500.0,4
7747,7846700310,98045,280000.0,399500.0,4
7848,1223089050,98045,280000.0,399500.0,4
8934,8906200070,98055,280000.0,297225.0,4
8942,8899200570,98055,280000.0,297225.0,4
9269,7236100025,98056,280000.0,380000.0,4
9328,1061400360,98056,280000.0,380000.0,4
9428,2457200040,98056,280000.0,380000.0,4
9904,2460700650,98058,280000.0,335000.0,4
10877,8887001600,98070,280000.0,465000.0,4
12256,7968460110,98092,280000.0,309780.0,4
12677,4310700570,98103,280300.0,550000.0,4
8961,3294700030,98055,280950.0,297225.0,4
10622,7849200861,98065,281000.0,500000.0,4
6623,2025701530,98038,282000.0,342500.0,4
10727,3124089060,98065,282000.0,500000.0,4
7293,4178500100,98042,282500.0,292500.0,4
10341,268500020,98059,282500.0,435000.0,4
10642,3024089057,98065,282500.0,500000.0,4
19074,3841600220,98146,282500.0,312000.0,4
4729,1922059027,98030,282510.0,283000.0,4
18031,396100110,98133,282613.0,375000.0,4
9388,3342100685,98056,283000.0,380000.0,4
12925,3626039250,98103,283000.0,550000.0,4
2788,2131700900,98019,283700.0,401250.0,4
6436,2310000430,98038,284000.0,342500.0,4
9989,2223059099,98058,284000.0,335000.0,4
5049,9320700400,98031,285000.0,289029.5,4
5100,5412200180,98031,285000.0,289029.5,4
5152,6648700150,98031,285000.0,289029.5,4
5392,2591010290,98033,285000.0,678000.0,4
7224,2329800240,98042,285000.0,292500.0,4
10319,9353300220,98059,285000.0,435000.0,4
14115,3058600050,98108,285000.0,345000.0,4
17675,5550300175,98126,285000.0,396587.5,4
19081,7211401485,98146,285000.0,312000.0,4
19655,3995700245,98155,285000.0,377225.0,4
19884,2968800660,98166,285000.0,392500.0,4
7811,8572900275,98045,286000.0,399500.0,4
16254,6607000095,98118,286000.0,370000.0,4
18367,7625703637,98136,286000.0,489950.0,4
7333,3222069153,98042,286900.0,292500.0,4
2700,2130410050,98019,287000.0,401250.0,4
6311,2025700860,98038,287000.0,342500.0,4
9454,1061500360,98056,287000.0,380000.0,4
13595,3298700302,98106,287000.0,315000.0,4
16391,3241600150,98118,287000.0,370000.0,4
18976,6341000221,98146,287000.0,312000.0,4
6632,2025700730,98038,287200.0,342500.0,4
8964,7471900045,98055,287500.0,297225.0,4
6304,2322069114,98038,287653.0,342500.0,4
5128,5466700290,98031,288000.0,289029.5,4
9059,8899000310,98055,288000.0,297225.0,4
12409,2377000040,98092,288000.0,309780.0,4
2232,6151800624,98010,288349.0,359999.0,4
4919,5412200270,98031,288400.0,289029.5,4
7677,4178500150,98042,289000.0,292500.0,4
9743,5112800233,98058,289000.0,335000.0,4
9860,2473370890,98058,289000.0,335000.0,4
17899,9325800110,98133,289950.0,375000.0,4
12208,3327020400,98092,289999.0,309780.0,4
1616,2206500105,98006,290000.0,760184.5,4
6502,4396000530,98038,290000.0,342500.0,4
6544,2215900800,98038,290000.0,342500.0,4
6587,2525310320,98038,290000.0,342500.0,4
7831,9407001790,98045,290000.0,399500.0,4
8949,7399300860,98055,290000.0,297225.0,4
8980,7399300850,98055,290000.0,297225.0,4
9878,984200540,98058,290000.0,335000.0,4
10161,5127100190,98059,290000.0,435000.0,4
10822,3523029041,98070,290000.0,465000.0,4
13611,1773101050,98106,290000.0,315000.0,4
14031,1025039168,98107,290000.0,529975.0,4
18008,6145600410,98133,290000.0,375000.0,4
19408,3432501295,98155,290000.0,377225.0,4
19507,4024101670,98155,290000.0,377225.0,4
19586,4021100095,98155,290000.0,377225.0,4
8967,1723059050,98055,290300.0,297225.0,4
6663,2025700790,98038,290700.0,342500.0,4
3577,2475901105,98024,291000.0,462500.0,4
6309,7437100570,98038,291000.0,342500.0,4
7411,2422059111,98042,291000.0,292500.0,4
7468,2329800140,98042,291000.0,292500.0,4
7215,8648220270,98042,291500.0,292500.0,4
9313,7809200005,98056,292000.0,380000.0,4
17635,8122100392,98126,292500.0,396587.5,4
9276,2854800095,98056,292600.0,380000.0,4
9568,1332700030,98056,293000.0,380000.0,4
10349,1471701470,98059,293000.0,435000.0,4
19901,5006000170,98166,293000.0,392500.0,4
12316,2599200460,98092,294000.0,309780.0,4
13542,3574300250,98106,294000.0,315000.0,4
18072,6450304260,98133,294000.0,375000.0,4
10473,3449000010,98059,294570.0,435000.0,4
3608,1324079082,98024,295000.0,462500.0,4
6691,2025701190,98038,295000.0,342500.0,4
6745,2215900900,98038,295000.0,342500.0,4
6755,1545806960,98038,295000.0,342500.0,4
9125,3294700101,98055,295000.0,297225.0,4
9420,2720000120,98056,295000.0,380000.0,4
10028,984100450,98058,295000.0,335000.0,4
10887,2023039045,98070,295000.0,465000.0,4
